"Data"	"Gracz"	"Powód"	"Ilość"
"2025-08-13 20:45:58"	"Klaudiuszs"	"Wpłata"	"10"
"2025-08-13 20:24:35"	"Klaudiuszs"	"Wypłata"	"-10"
"2025-08-13 19:43:05"	"Karoll"	"Wypłata"	"-3"
"2025-08-13 18:53:09"	"Karoll"	"Wypłata"	"-10"
"2025-08-13 18:46:05"	"Karoll"	"Wypłata"	"-10"
"2025-08-13 18:43:41"	"Kacper17"	"Wypłata"	"-10"
"2025-08-13 18:41:45"	"Karoll"	"Wypłata"	"-10"
"2025-08-13 18:34:50"	"Karoll"	"Wypłata"	"-10"
"2025-08-13 18:30:56"	"Kacper17"	"Wypłata"	"-10"
"2025-08-13 18:19:33"	"Karoll"	"Wypłata"	"-10"
"2025-08-13 11:12:24"	"JuicyCat"	"Wpłata"	"20"
"2025-08-13 10:48:28"	"JuicyCat"	"Wypłata"	"-20"
"2025-08-12 21:31:44"	"Karoll"	"Wpłata"	"135"
"2025-08-12 20:29:04"	"Kacper17"	"Wypłata"	"-50"
"2025-08-12 19:48:06"	"Kacper17"	"Wypłata"	"-10"
"2025-08-12 19:04:43"	"Klaudiuszs"	"Wpłata"	"210"
"2025-08-12 18:31:41"	"Karoll"	"Wypłata"	"-10"
"2025-08-12 17:54:54"	"Klaudiuszs"	"Wypłata"	"-10"
"2025-08-12 17:28:17"	"Kacper17"	"Wypłata"	"-10"
"2025-08-11 20:48:21"	"SmazonyOrzech"	"Wpłata"	"10"
"2025-08-11 20:44:19"	"SmazonyOrzech"	"Wypłata"	"-10"
"2025-08-11 19:56:53"	"Kacper17"	"Wypłata"	"-50"
"2025-08-11 19:25:40"	"Smokq"	"Wpłata"	"10"
"2025-08-11 18:35:46"	"Kacper17"	"Wypłata"	"-10"
"2025-08-11 18:30:00"	"Smokq"	"Wypłata"	"-10"
"2025-08-11 18:26:38"	"JuriOwsienko69"	"Wypłata"	"-10"
