"Data"	"Gracz"	"Powód"	"Ilość"
"2025-07-05 18:15:15"	"JuriOwsienko69"	"Wypłata"	"-10"
"2025-07-05 18:06:04"	"Kacper17"	"Wpłata"	"527"
"2025-07-05 17:48:15"	"JennyEU"	"Wypłata"	"-6"
"2025-07-05 17:11:53"	"Kacper17"	"Wypłata"	"-10"
"2025-07-02 20:25:06"	"Maendrake"	"Wpłata"	"13"
"2025-07-02 17:19:52"	"Go1on"	"Wpłata"	"10"
"2025-07-02 16:40:38"	"JuriOwsienko69"	"Wypłata"	"-10"
"2025-07-02 16:40:34"	"JuriOwsienko69"	"Wpłata"	"20"
"2025-07-02 16:40:12"	"JuriOwsienko69"	"Wypłata"	"-10"
"2025-07-02 14:47:13"	"Go1on"	"Wypłata"	"-10"
"2025-07-02 13:37:56"	"Go1on"	"Wypłata"	"-10"
